EmployeeID,Name,Department,JobTitle,Years_At_Company,PerformanceScore
EMP01820,"Bruce Roman",Finance,"Marketing Manager",20.7096,83
EMP02194,"Michael Moore",HR,"Customer Service Manager",2.4219,83
EMP00149,"Kathy Rivas",Finance,"Financial Analyst",14.3096,83
EMP01782,"Alexander Davis",Engineering,"HR Manager",8.9699,83
EMP00762,"Amanda Terrell","Customer Support","System Administrator",14.6575,83
EMP02157,"Diane Mcdowell",Sales,"Sales Manager",3.9123,83
EMP00720,"Jeffrey Roberson",Finance,"Content Creator",13.9315,83
EMP00209,"Dr. William Warren",Marketing,"Marketing Specialist",17.8521,83
EMP01745,"Toni Miller","Customer Support",Recruiter,0.6959,83
EMP02105,"Heidi Burnett",HR,"Marketing Specialist",11.9836,83
EMP02458,"Jordan Potter",HR,"Marketing Specialist",0.9014,83
EMP02449,"Ana Thomas",Engineering,"Marketing Manager",3.8740,83
EMP00324,"Brandy Chavez",IT,"Support Agent",16.8164,83
EMP00358,"Jeffery Ortega",Sales,"Support Agent",19.5288,83
EMP01091,"Vincent Reyes",IT,"Account Manager",9.7479,83
EMP01407,"Denise Wallace",Engineering,"Account Manager",8.4027,83
EMP01062,"Shannon Green",Engineering,"Sales Representative",17.2247,83
EMP01054,"Robert Torres",Finance,"Content Creator",5.3288,83
EMP01042,"Michele Hill",HR,"Account Manager",13.6192,83
EMP01479,"Lisa Morris",Sales,"HR Coordinator",25.5068,83
EMP00963,"Shannon Yu",Marketing,"Finance Manager",20.7342,83
EMP01518,"Angela Brown",Engineering,"Sales Manager",13.4219,83
EMP00679,"Jose Crawford",Marketing,"HR Manager",8.7836,83
EMP00018,"Derek Zuniga",Finance,"System Administrator",20.1342,82
EMP00030,"Anthony Rodriguez",Finance,"Mechanical Engineer",16.0548,82
EMP00052,"Danny Morgan",HR,"Data Scientist",24.6384,82
EMP00839,"Michael Young",IT,"Marketing Manager",6.2137,82
EMP00676,"Larry Harris",IT,"System Administrator",16.1260,82
EMP00595,"Tanya Russell",Finance,"Civil Engineer",10.0877,82
EMP00138,"Courtney Gonzalez",Engineering,"HR Manager",12.8712,82
EMP00792,"Cody Reid",Engineering,"IT Support",3.0137,82
EMP01787,"Stephanie Dominguez",Finance,"Finance Manager",4.1342,82
EMP02160,"Pamela Hernandez DVM",HR,"Mechanical Engineer",19.1726,82
EMP01665,"Jesse Sampson","Customer Support","Security Analyst",6.1726,82
EMP01712,"Brian Cervantes",Marketing,"Sales Representative",18.0932,82
EMP01762,"Timothy Moore","Customer Support","Financial Analyst",10.1507,82
EMP02108,"Dawn Davis",Marketing,"Software Engineer",23.8712,82
EMP02459,"Katrina Jimenez",Marketing,"Financial Analyst",15.3726,82
EMP00259,"Denise Davenport",Sales,"Sales Manager",1.6027,82
EMP02447,"Mary Pugh","Customer Support","Account Manager",7.8658,82
EMP00285,"Stephanie Williams",Engineering,"Account Manager",19.0356,82
EMP00287,"Joseph Knight","Customer Support","Finance Manager",29.5342,82
EMP02372,"Heather Hess",Sales,Accountant,23.6521,82
EMP00316,"Jordan Chambers",Sales,"Content Creator",10.6658,82
EMP02319,"Julia Cole",Marketing,"HR Manager",25.7836,82
EMP00337,"Daniel Kane",HR,"Customer Service Manager",13.6301,82
EMP00362,"Laurie Hoffman",Engineering,"Financial Analyst",4.2630,82
EMP01349,"Brandon Mitchell","Customer Support","Civil Engineer",24.2329,82
EMP01153,"Jillian Wilson",Engineering,"Content Creator",6.1863,82
EMP01150,"Amber Walker","Customer Support","Financial Analyst",23.7507,82
EMP01076,"Brandon Kelly",Sales,"Finance Manager",18.5205,82
EMP01454,"Amanda Pineda",HR,"Financial Analyst",15.5753,82
EMP01254,"Sarah Randolph",Sales,"HR Coordinator",15.6767,82
EMP02499,"Brian Hudson",Finance,"HR Manager",27.6219,82
EMP00975,"Taylor Taylor",Finance,Accountant,28.0438,82
EMP01506,"Ms. Kelly Holder","Customer Support","Support Agent",8.5562,82
EMP01507,"Eric Walker",HR,"Sales Representative",10.6767,82
EMP00947,"Kendra Wang DVM",Sales,"Security Analyst",9.5671,82
EMP01585,"Samuel Henry",Engineering,"Content Creator",18.7671,81
EMP00042,"Fred Smith","Customer Support","Customer Service Manager",23.0137,81
EMP00549,"Jessica Khan",Engineering,"System Administrator",5.9014,81
EMP00553,"Diana Hays",Finance,"Marketing Specialist",17.5096,81
EMP00821,"Debra Perry",IT,"Sales Representative",19.7836,81
EMP01637,"Victoria Webb",Finance,"Security Analyst",20.4356,81
EMP00747,"Michael Henry",Sales,"Marketing Specialist",16.3644,81
EMP02135,"Michael Wilson",HR,"Financial Analyst",7.7151,81
EMP02129,"Maria Sims",Sales,"Security Analyst",27.4438,81
EMP00703,"Karl Branch",Marketing,"Software Engineer",4.4466,81
EMP00230,"Lori Guerrero","Customer Support","Security Analyst",6.5397,81
EMP00245,"Shannon Rivera","Customer Support","Sales Representative",26.9342,81
EMP02097,"Katherine Brooks",Engineering,Recruiter,26.0164,81
EMP00253,"Tanya Kim",HR,"Data Scientist",6.8932,81
EMP02068,"Catherine Smith","Customer Support","Support Agent",25.2164,81
EMP02377,"Heather Davis",Finance,"Customer Service Manager",21.8630,81
EMP01194,"Ashley Parrish","Customer Support","Marketing Specialist",24.5562,81
EMP01994,"Michael Webster",Marketing,"HR Manager",21.6959,81
EMP01361,"Megan Hall MD",Marketing,"Customer Service Manager",9.8000,81
EMP01064,"Ralph Yoder",HR,"Data Scientist",6.9123,81
EMP01936,"James Randall",Finance,"Support Agent",17.0384,81
EMP01433,"Omar Price",Finance,"IT Support",15.6082,81
EMP01029,"Patrick Mccall",IT,"Mechanical Engineer",0.5644,81
EMP01005,"Mary Miller",Finance,"Support Agent",15.6630,81
EMP01904,"Rebecca Dougherty","Customer Support","System Administrator",27.2110,81
EMP01544,"Jerry Johnson",IT,"Sales Representative",25.8274,81
EMP01865,"Vanessa Harris",IT,"Account Manager",5.5096,80
EMP00014,"Michele Williams",Finance,"Mechanical Engineer",16.9068,80
EMP01610,"Jack Mills",Engineering,"System Administrator",1.3397,80
EMP00564,"Veronica Silva",Marketing,Accountant,2.3589,80
EMP00081,"Kelly Donovan",Marketing,"Sales Manager",28.7151,80
EMP02248,"Barbara Walker",Sales,"Marketing Manager",27.5342,80
EMP00615,"Elizabeth Sharp",Engineering,"Content Creator",4.4247,80
EMP00723,"Willie Henry",IT,"Software Engineer",9.4685,80
EMP02127,"Shawn Duffy",HR,"Network Engineer",5.8274,80
EMP02117,"Nancy Chavez",HR,Accountant,20.2740,80
EMP02466,"Jacqueline Pierce",HR,"Mechanical Engineer",22.9342,80
EMP02089,"Brian Navarro","Customer Support","Mechanical Engineer",26.2959,80
EMP02444,"Alisha Byrd",HR,"Account Manager",12.4658,80
EMP02434,"David Hanson",Finance,"Financial Analyst",22.1616,80
EMP02419,"Jason Hardy",IT,"Support Agent",17.0356,80
EMP02411,"Brendan Walton",Finance,"Content Creator",26.6055,80
EMP02064,"Daniel Flynn",Finance,"Data Scientist",26.5534,80
EMP02063,"Austin Solis",Marketing,"Network Engineer",19.9425,80
EMP02040,"Michael Keller",Engineering,"Network Engineer",13.6877,80
EMP01278,"Jose Griffin",HR,"Marketing Manager",8.0658,80
EMP00347,"Sharon Boyd",Marketing,"Software Engineer",4.7890,80
EMP02006,"Henry Gray",HR,"Mechanical Engineer",9.5041,80
EMP01177,"Pamela Hill",HR,"HR Manager",26.0493,80
EMP02001,"Daniel Lee",Finance,"Civil Engineer",25.3699,80
EMP01332,"Mary Adkins",Sales,"Financial Analyst",19.6082,80
EMP01146,"Kristin Huerta",HR,"Marketing Manager",5.7425,80
EMP01143,"Joseph Haynes",IT,"Finance Manager",26.6603,80
EMP01057,"Michael Holloway",Engineering,"Finance Manager",26.5753,80
EMP00435,"Ashley Wise",Engineering,"Marketing Specialist",24.1315,80
EMP01442,"Derrick Espinoza",Engineering,"Customer Service Manager",7.0027,80
EMP00996,"Brittany Ward","Customer Support","Security Analyst",19.8603,80
EMP00989,"Anna Wheeler",IT,"Finance Manager",0.5781,80
EMP00484,"Steve Paul",IT,"Sales Representative",4.1041,80
EMP01688,"Kyle Watkins",Finance,"HR Manager",26.9479,79
EMP01676,"Angel Meyer",Engineering,"Marketing Manager",22.2356,79
EMP01641,"Justin Stone",Finance,"Support Agent",15.4411,79
EMP00836,"Timothy Hill",Sales,"Finance Manager",24.2411,79
EMP00166,"John Anderson","Customer Support","Security Analyst",21.5123,79
EMP01606,"Kevin Marquez",Finance,"Marketing Specialist",16.4301,79
EMP00891,"Jennifer Morris",HR,Recruiter,26.1068,79
EMP01554,"Crystal James",HR,"Sales Manager",17.3014,79
EMP02295,"Michelle Chambers","Customer Support","Sales Representative",12.9096,79
EMP01462,"Brandon Montgomery",HR,"Sales Manager",2.0110,79
EMP01134,"Caitlin Perry",HR,"Finance Manager",23.8795,79
EMP00265,"Yvonne Burns",Finance,"Security Analyst",28.5479,79
EMP00346,"Theresa Williams",Sales,"Customer Service Manager",8.2356,79
EMP00401,"Robin Young",Finance,"Content Creator",5.0932,79
EMP00430,"Nancy Jennings",Finance,"HR Manager",8.4466,79
EMP01892,"Amy Dougherty",IT,"Sales Manager",21.5671,79
EMP00517,"William Day","Customer Support",Recruiter,0.7068,79
EMP01852,"Michael Williams",HR,"Civil Engineer",29.9233,79
EMP00577,"Thomas Peterson","Customer Support","Security Analyst",6.8575,79
EMP00034,"Nathan Maldonado",HR,"Software Engineer",25.6493,79
EMP00586,"Tina Ballard",Marketing,"Civil Engineer",29.6247,79
EMP01752,"Amy Kennedy",HR,"Customer Service Manager",4.7507,79
EMP02168,"Jordan Nelson",HR,"Finance Manager",8.3699,79
EMP00116,"Diana May",Finance,"IT Support",21.8849,79
EMP02176,"Jordan Moses",Marketing,"Sales Representative",11.3425,79
EMP01671,"Shane Short",Finance,"Marketing Specialist",0.9397,78
EMP01441,"Joseph Lopez",Finance,Recruiter,6.7178,78
EMP01457,"Brian Chen",Sales,"Account Manager",4.5205,78
EMP01924,"Eugene Martinez","Customer Support","Finance Manager",21.3288,78
EMP00623,"Kaitlin Medina",Finance,"Marketing Specialist",3.6000,78
EMP02231,"Steven Butler",Sales,"System Administrator",4.6110,78
EMP00470,"Jeanette Harrison",Sales,"Finance Manager",24.3342,78
EMP00793,"Maria Cooke",Marketing,Recruiter,27.2740,78
EMP02470,"Robert Stewart",Marketing,"HR Coordinator",24.8575,78
EMP00286,"Elaine Brooks","Customer Support","Support Agent",24.1342,78
EMP02332,"Jill Roman",Finance,"Financial Analyst",1.3863,78
EMP01268,"Deborah Mercado",Sales,"Data Scientist",6.3973,78
EMP00313,"Shannon Ramsey",Sales,"Security Analyst",11.7890,78
EMP01825,"Michael Anderson",Marketing,"System Administrator",10.7671,78
EMP00199,"Adam Vaughan",Engineering,"Mechanical Engineer",16.7370,78
EMP00342,"Cynthia Morris",HR,Accountant,10.1260,78
EMP00221,"Courtney Mills",Sales,"Marketing Specialist",8.4329,78
EMP02124,"John Moss",Finance,"Content Creator",17.4767,78
EMP00849,"Jessica Bowen",Engineering,"Account Manager",20.4986,78
EMP02116,"Heather Guzman",HR,"HR Manager",2.2082,78
EMP00236,"Kathryn Snyder",HR,"Financial Analyst",28.3890,78
EMP00857,"Elizabeth Holmes",Engineering,"Security Analyst",7.3863,78
EMP00355,"Patricia Le","Customer Support","Network Engineer",9.0603,78
EMP01753,"Anthony Mooney",Sales,"HR Manager",3.5288,78
EMP01882,"Matthew Davis",Marketing,"Civil Engineer",28.7151,78
EMP01771,"Michael Nixon",Sales,Accountant,28.6466,78
EMP01408,"Heidi Matthews",Sales,"Support Agent",0.8356,77
EMP00006,"Connie Lawrence",Finance,"Content Creator",1.9041,77
EMP01409,"Jennifer White","Customer Support","Sales Manager",27.0849,77
EMP00745,"Travis Harris",Engineering,"Marketing Manager",0.4055,77
EMP01415,"Christopher Pena",HR,"Financial Analyst",26.9753,77
EMP00753,"Michael Fuentes",Engineering,"Financial Analyst",25.8603,77
EMP01947,"Willie Lara",HR,"Support Agent",22.5315,77
EMP00441,"Jeremy Mitchell",HR,"Support Agent",22.0000,77
EMP00051,"Jessica Holmes",Finance,"Customer Service Manager",13.8795,77
EMP02260,"Chad Allison",Finance,"Support Agent",27.4219,77
EMP02253,"Jim Skinner",Engineering,"Marketing Manager",24.6603,77
EMP01916,"Sarah Wallace",HR,"Sales Manager",2.2658,77
EMP00991,"Carmen Preston",HR,"Customer Service Manager",23.9507,77
EMP00501,"Jennifer Banks",IT,"Network Engineer",14.6000,77
EMP02237,"Bonnie Carter",HR,"Financial Analyst",17.1945,77
EMP00988,"Nicholas Payne","Customer Support","Software Engineer",28.2548,77
EMP00787,"Lisa Cervantes",IT,"Security Analyst",9.3863,77
EMP02095,"Charles Thompson",Engineering,Accountant,9.0822,77
EMP02086,"Sharon Lester",HR,"Customer Service Manager",26.2192,77
EMP00812,"Daniel Brown",Sales,"Sales Representative",3.3233,77
EMP00847,"Brandi Haney",HR,"Support Agent",16.9890,77
EMP01199,"Emily Arnold",IT,"HR Manager",4.4055,77
EMP01301,"Kristy Smith",IT,"Marketing Manager",25.8027,77
EMP01304,"Carolyn Greer",Sales,"IT Support",6.7562,77
EMP00478,"Judith Carter",HR,"Support Agent",4.1589,77
EMP01174,"Monica Anderson",IT,"HR Coordinator",4.4082,77
EMP00529,"Kristy Bryan",IT,"Network Engineer",13.3781,77
EMP01393,"Jennifer Vaughn",IT,"Sales Representative",15.0986,77
EMP01398,"Tracey Gonzalez",Marketing,"Marketing Specialist",20.2795,77
EMP01401,"Dr. Steve James",Finance,"Marketing Manager",12.3205,77
EMP01084,"Keith Knox",IT,"Content Creator",28.8877,77
EMP01082,"Edwin Brown",Finance,"Mechanical Engineer",16.2904,77
EMP00671,"Chelsea Gill",HR,"Account Manager",2.4932,76
EMP00904,"Matthew Sweeney",IT,"Marketing Specialist",25.7068,76
EMP01049,"Traci Vincent",Finance,"Support Agent",23.3836,76
EMP01777,"Leah Lee",Engineering,"Marketing Manager",6.0521,76
EMP01669,"Cheryl Mclean",Finance,"Account Manager",23.8767,76
EMP01452,"Vickie Kennedy",IT,"Sales Manager",29.7973,76
EMP01017,"Suzanne Jones",Finance,"Mechanical Engineer",6.3342,76
EMP01523,"Andrew Fernandez",Marketing,"HR Manager",14.3699,76
EMP02481,"Jennifer Sullivan",Finance,"Marketing Manager",11.4164,76
EMP00605,"Mrs. Virginia Daniels",Finance,"Sales Representative",6.4904,76
EMP02438,"Alvin Wilson",Marketing,Accountant,7.7699,76
EMP00272,"Veronica Simpson",Marketing,"Software Engineer",10.9096,76
EMP02154,"Joseph Thomas",Marketing,"Support Agent",19.0466,76
EMP00575,"Daniel Nguyen",Sales,"Finance Manager",9.4301,76
EMP01234,"Kristin Andrews",IT,"Content Creator",2.1342,76
EMP00195,"John Bishop",HR,"Software Engineer",20.0301,76
EMP01221,"Erica Moon",Finance,"Marketing Specialist",10.3973,76
EMP00555,"Robert Morgan",Sales,"Marketing Manager",28.0795,76
EMP02014,"Ryan Alvarez",Marketing,"HR Manager",4.0521,76
EMP00366,"Kenneth Lewis",Finance,"IT Support",28.0055,76
EMP00878,"Troy Mills","Customer Support","Customer Service Manager",4.9863,76
EMP01145,"Michael Cruz",Marketing,"Customer Service Manager",27.8822,76
EMP01985,"Stacy Harper",Marketing,"HR Coordinator",2.2110,76
EMP01368,"Nicolas Salas",HR,"System Administrator",29.7205,76
EMP01396,"Justin Frederick",Marketing,"System Administrator",14.0877,76
EMP01692,"Julie Anderson",Finance,"Security Analyst",16.1781,76
EMP00179,"Lawrence Adkins",Sales,"Finance Manager",7.6740,75
EMP00488,"Samantha Gardner",Sales,"Finance Manager",27.2110,75
EMP00756,"Rachel Jones",HR,"Support Agent",20.5288,75
EMP01515,"Carrie Petersen","Customer Support",Recruiter,14.2795,75
EMP01470,"Cody Bailey",Sales,"System Administrator",24.3068,75
EMP00999,"Edgar Miller",Marketing,"Sales Representative",1.1534,75
EMP01912,"Dorothy Brown",Sales,"Marketing Specialist",20.0055,75
EMP00983,"Joshua Garcia",Engineering,"Financial Analyst",5.0986,75
EMP00936,"Cody Ramirez",Finance,"Sales Representative",14.3616,75
EMP02113,"Kaitlin Gutierrez","Customer Support","Sales Representative",6.6493,75
EMP02087,"Jack Sandoval",Sales,"Account Manager",13.2986,75
EMP00266,"Joshua Reed",Sales,"Data Scientist",15.8932,75
EMP02053,"Deborah Dominguez",IT,"Customer Service Manager",6.4822,75
EMP02047,"Brent Reed",Marketing,"Marketing Manager",18.7507,75
EMP02346,"Mr. David Mercado",Engineering,"Content Creator",2.6932,75
EMP00628,"Laura Hernandez",Engineering,"Civil Engineer",20.8849,75
EMP00202,"Ricky Davis II",Sales,"Marketing Specialist",7.1863,75
EMP01563,"Robin Johnson",HR,"Financial Analyst",15.1123,75
EMP01277,"Renee Mendez","Customer Support","Content Creator",6.3205,75
EMP01281,"Daniel Freeman",Finance,Accountant,17.3753,75
EMP01845,"Lori Patton","Customer Support","Financial Analyst",3.5096,75
EMP01207,"Justin Anderson",Engineering,"Marketing Manager",24.2027,75
EMP00363,"Bryan Gomez",Engineering,"Financial Analyst",21.7534,75
EMP01326,"Dawn Wyatt","Customer Support","Mechanical Engineer",3.3945,75
EMP00871,"Kimberly Myers",Sales,"Financial Analyst",9.5945,75
EMP01335,"Melissa Mann",Finance,Accountant,2.5753,75
EMP01376,"Kenneth Brown",HR,"Customer Service Manager",17.1479,75
EMP00728,"Nancy Stewart",Engineering,"Marketing Specialist",18.3644,75
EMP00737,"Charles Turner",Finance,"Sales Representative",28.0959,75
EMP00740,"Linda Gonzalez",Engineering,"Content Creator",18.8000,75
EMP01077,"Elizabeth French",Engineering,"Marketing Manager",9.8411,74
EMP00016,"Brian Ramirez",HR,"Account Manager",23.0356,74
EMP01673,"Julia Reeves",Engineering,"Support Agent",8.6329,74
EMP01935,"Brenda Pierce",Finance,Recruiter,6.6164,74
EMP01257,"Mr. Carl Rios",Marketing,Accountant,21.3644,74
EMP00071,"Jordan Henderson",Marketing,"Civil Engineer",2.5479,74
EMP00072,"Whitney Peters",IT,"Customer Service Manager",21.6411,74
EMP02257,"Susan Moore",Finance,"Mechanical Engineer",25.2356,74
EMP01795,"Cassandra Vasquez",Sales,"Civil Engineer",15.8055,74
EMP02179,"Morgan Bernard",Sales,"Customer Service Manager",11.8712,74
EMP01244,"Kimberly Choi",Sales,"HR Coordinator",25.4767,74
EMP02039,"Mike Freeman",Engineering,"Sales Manager",25.3041,74
EMP02024,"John Morrison",Engineering,"Network Engineer",8.6849,74
EMP00189,"Madison Poole",HR,"Customer Service Manager",24.2356,74
EMP01621,"Karen Ortiz",HR,"Software Engineer",13.0219,74
EMP01225,"Steven Lee",Marketing,"Sales Manager",12.2493,74
EMP01222,"Janice Fernandez","Customer Support",Recruiter,13.3452,74
EMP00838,"Carol Sanders",IT,"Marketing Specialist",7.5808,74
EMP00349,"James Parks",Sales,"Marketing Manager",12.9041,74
EMP01901,"Arthur Reed",Finance,"Marketing Specialist",9.4411,74
EMP01320,"John Hall",Marketing,"Sales Manager",29.7096,74
EMP00377,"Glen Wood",Sales,"Marketing Manager",21.9397,74
EMP00874,"Amy Miller",Finance,"Support Agent",18.3589,74
EMP00875,"Jesse Lynch",Marketing,"Security Analyst",17.2082,74
EMP01576,"Monica Cannon",Sales,Accountant,23.2877,73
EMP01417,"Mark Anderson",Sales,"Sales Representative",27.3397,73
EMP01052,"Alexa Buck","Customer Support","Software Engineer",29.7342,73
EMP01039,"Samuel Suarez",Engineering,"Mechanical Engineer",25.3616,73
EMP00057,"Timothy Duncan",Engineering,"Sales Manager",23.1342,73
EMP00922,"David Kelly",Finance,"Support Agent",2.8904,73
EMP00455,"Alfred Galvan",Sales,"IT Support",21.5671,73
EMP00776,"Christopher Moore",Marketing,"Customer Service Manager",29.4795,73
EMP01528,"Bradley Duncan",HR,"Sales Representative",29.8685,73
EMP00499,"Meghan Rush",Engineering,"Marketing Manager",14.2575,73
EMP01487,"Steve Miller PhD","Customer Support","Network Engineer",17.3342,73
EMP01655,"Richard Gutierrez",Engineering,Recruiter,21.6219,73
EMP01261,"Eugene Patterson",Finance,"Software Engineer",24.4849,73
EMP02428,"Terry Glover",HR,"HR Manager",6.8110,73
EMP02337,"Charles Scott","Customer Support","Marketing Specialist",13.7890,73
EMP02325,"Rebecca Zimmerman",HR,"Civil Engineer",22.5918,73
EMP00578,"Raymond Le","Customer Support","Software Engineer",25.0274,73
EMP02133,"Travis Wilson",Finance,"HR Coordinator",24.9836,73
EMP01210,"Anthony Randolph",HR,"Finance Manager",30.0411,73
EMP01299,"Kenneth Brown",IT,"Sales Manager",27.4055,73
EMP01195,"Sharon Newton",HR,"Customer Service Manager",27.0548,73
EMP02012,"Jill Spencer","Customer Support","Data Scientist",1.9014,73
EMP01860,"Brent Rojas","Customer Support","Customer Service Manager",3.1260,73
EMP00373,"Ellen Morgan",Finance,"System Administrator",17.2521,73
EMP01757,"Alexis Rodriguez",Sales,"Software Engineer",17.3945,73
EMP00711,"Anthony Jones",Engineering,"Sales Representative",12.2603,73
EMP01765,"Haley May",Finance,Accountant,26.4247,73
EMP00522,"Christopher Morris",Finance,"Sales Representative",13.3123,73
EMP01869,"Rachel Little",Sales,"Civil Engineer",1.0192,73
EMP01977,"Joseph Watson",Engineering,"Civil Engineer",5.2082,73
EMP01394,"Robert Woods",Marketing,Recruiter,17.9918,73
EMP01397,"Alejandro Martinez",Marketing,"Account Manager",12.9452,73
EMP01092,"Curtis Watson","Customer Support","Account Manager",24.1726,73
EMP01956,"Julian Williams","Customer Support","Network Engineer",16.5808,72
EMP02294,"Hayley Mitchell",Marketing,Accountant,24.1342,72
EMP01069,"Laura Lee",Sales,"System Administrator",17.9370,72
EMP01484,"Kelly Miles",Sales,"HR Coordinator",13.1753,72
EMP02487,"Emily Lopez",IT,"HR Manager",26.8411,72
EMP02092,"Cynthia Martinez","Customer Support","Financial Analyst",20.4493,72
EMP00145,"Amber Wright",Sales,"Finance Manager",21.4384,72
EMP02398,"David Martin",Sales,"HR Coordinator",19.3370,72
EMP00292,"Stephanie Byrd",Marketing,"Mechanical Engineer",16.7945,72
EMP01804,"Priscilla Floyd",Marketing,"Mechanical Engineer",18.2192,72
EMP00300,"Amber Obrien",Marketing,"Finance Manager",7.9151,72
EMP02353,"Aaron Marshall",IT,"Data Scientist",26.4904,72
EMP02312,"Dr. Charles Lawrence",Engineering,"Software Engineer",22.3068,72
EMP01236,"Jessica Smith",Marketing,"Support Agent",21.9726,72
EMP01624,"Amber Hernandez",Sales,"Sales Representative",6.7425,72
EMP01617,"Autumn Anderson","Customer Support","HR Coordinator",29.3260,72
EMP00222,"Jeremy Dalton",HR,"Marketing Manager",2.4137,72
EMP00229,"Michael Bradshaw",IT,"Civil Engineer",16.7452,72
EMP00683,"Dean Donovan",IT,"Network Engineer",24.3890,72
EMP01310,"Jennifer Hernandez",Finance,"Civil Engineer",27.0164,72
EMP01715,"Stephanie Fields",Marketing,"HR Manager",21.6356,72
EMP00524,"Sarah King",Marketing,"Customer Service Manager",15.8877,72
EMP00380,"Megan Nelson",HR,Accountant,14.9370,72
EMP01588,"Patrick Mcneil",IT,"Account Manager",7.3616,72
EMP01354,"Edward Arroyo",Finance,"HR Coordinator",18.2932,72
EMP00893,"Jake Shaw",Finance,"Civil Engineer",27.0603,72
EMP00751,"Krista Benton","Customer Support","Support Agent",29.1699,71
EMP00954,"Alyssa Haynes",Engineering,"Sales Manager",1.8630,71
EMP00634,"Robert Reese",IT,"Sales Manager",19.5562,71
EMP01463,"Yolanda Garrett","Customer Support","Financial Analyst",0.0712,71
EMP00692,"Pamela Gutierrez",Sales,"Customer Service Manager",29.0356,71
EMP01031,"Douglas Vasquez","Customer Support","Financial Analyst",28.2027,71
EMP01932,"Veronica Berry",Engineering,"Financial Analyst",26.4219,71
EMP00727,"Christian Dawson",Finance,"IT Support",6.8301,71
EMP01109,"Kara Hernandez",Engineering,"Sales Manager",8.5151,71
EMP01724,"Samantha Howard",Engineering,"Security Analyst",19.0932,71
EMP00761,"Mary Kelly",Finance,"Account Manager",17.5014,71
EMP00400,"Hannah Luna",Sales,"Support Agent",1.2082,71
EMP01282,"Jacob Williams",HR,"Content Creator",10.8548,71
EMP00331,"Vanessa Howard",Engineering,"Software Engineer",8.4137,71
EMP02340,"Anthony Price","Customer Support","Sales Manager",8.1890,71
EMP00706,"James Tran",Marketing,"Marketing Specialist",10.2137,71
EMP02391,"Jessica Carney",Finance,Recruiter,29.7562,71
EMP02278,"Melody Griffin",HR,"Marketing Manager",5.4438,71
EMP00708,"Mr. Richard Knight PhD",IT,"Marketing Specialist",28.6192,71
EMP00275,"Joyce Bowen",IT,"Finance Manager",8.7753,71
EMP01713,"Jamie Snyder",HR,"IT Support",5.8164,71
EMP01832,"Brenda Copeland",Sales,Recruiter,16.5123,71
EMP01849,"Randy Hopkins",Finance,"Network Engineer",20.8000,71
EMP00540,"David Davis",IT,"HR Manager",23.4329,71
EMP01884,"Nicole Johnson","Customer Support","Customer Service Manager",25.0000,71
EMP00775,"Carly Riggs","Customer Support","Customer Service Manager",19.0767,71
EMP00120,"Jeffrey Chandler",Finance,"Marketing Manager",8.6603,71
EMP00910,"Casey Wilkins",Finance,"Support Agent",29.9890,71
EMP00944,"Kathryn Price",Marketing,"Content Creator",6.8932,71
EMP01517,"Elizabeth Cross",Sales,"Data Scientist",1.1616,71
EMP01267,"Shannon Taylor",HR,Recruiter,15.5644,70
EMP01228,"Michael Ayala",HR,"IT Support",11.7205,70
EMP01274,"Raymond Quinn",Finance,"Mechanical Engineer",5.0986,70
EMP00876,"Patrick Yang",Finance,Accountant,5.6164,70
EMP00065,"Jessica Callahan",Engineering,Recruiter,25.1863,70
EMP02246,"Ronald Kline",Marketing,"Content Creator",7.4795,70
EMP01203,"Kimberly Morrison",Finance,"Software Engineer",12.8110,70
EMP00108,"Sierra Johnson",Engineering,"Support Agent",7.6055,70
EMP00112,"Shannon Walker",Sales,"Network Engineer",26.7918,70
EMP00665,"Renee Melendez",Marketing,"IT Support",22.8082,70
EMP01123,"John Garcia","Customer Support","Marketing Manager",29.2603,70
EMP01716,"Charles Hernandez",HR,"Financial Analyst",19.1562,70
EMP00897,"Aimee Gonzalez",Sales,"Customer Service Manager",4.8301,70
EMP01915,"Erin Watkins",Marketing,"Account Manager",8.7315,70
EMP01770,"Alexandra Ho","Customer Support","Content Creator",25.9479,70
EMP01913,"Crystal Meza",IT,"Finance Manager",18.9918,70
EMP00932,"Sandra Rivera",Engineering,"Content Creator",16.5863,70
EMP00758,"Melissa Stephens",Engineering,"IT Support",4.4603,70
EMP00763,"Jennifer Goodwin",HR,"Data Scientist",8.9918,70
EMP00769,"Jason Nixon",IT,"Customer Service Manager",15.9781,70
EMP01668,"Alexander Webb",Marketing,"System Administrator",9.2384,70
EMP02363,"Dean Mullins",Marketing,"Data Scientist",24.5041,70
EMP01802,"Laura Robertson",IT,"HR Coordinator",1.2384,70
EMP00607,"Brian Martin",Marketing,"HR Coordinator",13.0000,70
EMP00255,"Cynthia Moore",Finance,"Marketing Manager",27.8932,70
EMP02299,"Angela Brown",IT,"Marketing Manager",1.6932,69
EMP00012,"Jamie Arnold",HR,"Mechanical Engineer",23.2685,69
EMP02292,"Virginia Cunningham",Marketing,"Marketing Manager",9.4740,69
EMP00024,"Tommy Walter",Marketing,"Support Agent",17.4932,69
EMP02274,"Kelly Phillips",Engineering,"Support Agent",6.2603,69
EMP02245,"Stanley Kelly","Customer Support","Sales Representative",26.4356,69
EMP01202,"Michele Holland",HR,Recruiter,25.8000,69
EMP01846,"Aaron Young",HR,"Marketing Manager",16.7589,69
